	fold_change_in_r_due_to_P	rate1	affinity1	rate2	affinity2
187	94.03015075376884	4.949963817648086	1.0002187355056198	242.29339143717442	0.9996393735010695
188	94.52763819095478	4.949963817648086	1.0002187355056198	242.95240720022716	0.9996377509438854
189	95.0251256281407	4.949963817648086	1.0002187355056198	243.60806295757408	0.9996361423987344
190	95.52261306532664	4.949963817648086	1.0002187355056198	244.2603790440356	0.9996345806703419
191	96.02010050251256	4.949963817648086	1.0002187355056198	244.90938730057542	0.9996329585145105
192	96.51758793969849	4.949963817648086	1.0002187355056198	245.55510637897518	0.9996314198644153
193	97.01507537688443	4.949963817648086	1.0002187355056198	246.19756706335127	0.999629837850377
194	97.51256281407035	4.949963817648086	1.0002187355056198	246.8367904519059	0.9996282804875369
195	98.01005025125627	4.949963817648086	1.0002187355056198	247.4728040728464	0.9996267157692446
196	98.50753768844221	4.949963817648086	1.0002187355056198	248.1056272501231	0.9996251900064665
197	99.00502512562814	4.949963817648086	1.0002187355056198	248.73528811231606	0.9996236417944794
198	99.50251256281406	4.949963817648086	1.0002187355056198	249.36180744527408	0.9996221328860261
199	100.0	4.949963817648086	1.0002187355056198	249.985214524137	0.9996205659698296
